 num     #instances         #bytes  class name (module)
2386:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.key.OffsetTimeKeyDeserializer
2387:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.key.PeriodKeyDeserializer
2388:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.key.YearKeyDeserializer
2389:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.key.YearMonthKeyDeserializer
2390:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.key.ZoneIdKeyDeserializer
2391:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.key.ZoneOffsetKeyDeserializer
2392:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.key.ZonedDateTimeKeyDeserializer
2393:             1             16  com.fasterxml.jackson.datatype.jsr310.ser.InstantSerializer$$Lambda$268/0x0000000800db3898
2394:             1             16  com.fasterxml.jackson.datatype.jsr310.ser.InstantSerializer$$Lambda$269/0x0000000800db3ab0
2395:             1             16  com.fasterxml.jackson.datatype.jsr310.ser.InstantSerializer$$Lambda$270/0x0000000800db3cc8
2396:             1             16  com.fasterxml.jackson.datatype.jsr310.ser.OffsetDateTimeSerializer$$Lambda$271/0x0000000800db61f8
2397:             1             16  com.fasterxml.jackson.datatype.jsr310.ser.OffsetDateTimeSerializer$$Lambda$272/0x0000000800db6410
2398:             1             16  com.fasterxml.jackson.datatype.jsr310.ser.OffsetDateTimeSerializer$$Lambda$273/0x0000000800db6628
2399:             1             16  com.fasterxml.jackson.datatype.jsr310.ser.ZonedDateTimeSerializer$$Lambda$274/0x0000000800db6840
2400:             1             16  com.fasterxml.jackson.datatype.jsr310.ser.ZonedDateTimeSerializer$$Lambda$275/0x0000000800db6a58
2401:             1             16  com.fasterxml.jackson.datatype.jsr310.ser.ZonedDateTimeSerializer$$Lambda$276/0x0000000800db6c70
2402:             1             16  com.fasterxml.jackson.datatype.jsr310.ser.key.ZonedDateTimeKeySerializer
2403:             1             16  com.fasterxml.jackson.module.paramnames.ParameterExtractor
2404:             1             16  com.sun.beans.WeakCache (java.desktop@17.0.5)
2405:             1             16  com.sun.beans.introspect.MethodInfo$MethodOrder (java.desktop@17.0.5)
2406:             1             16  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor$ResourceContext$1 (java.management@17.0.5)
2407:             1             16  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory (java.management@17.0.5)
2408:             1             16  com.sun.jmx.mbeanserver.DescriptorCache (java.management@17.0.5)
2409:             1             16  com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder (java.management@17.0.5)
2410:             1             16  com.sun.jmx.mbeanserver.MBeanInstantiator (java.management@17.0.5)
2411:             1             16  com.sun.jmx.mbeanserver.MXBeanIntrospector (java.management@17.0.5)
2412:             1             16  com.sun.jmx.mbeanserver.SecureClassLoaderRepository (java.management@17.0.5)
2413:             1             16  com.sun.jmx.remote.internal.ServerCommunicatorAdmin$Timeout (java.management@17.0.5)
2414:             1             16  com.sun.jmx.remote.security.SubjectDelegator (java.management@17.0.5)
2415:             1             16  com.sun.management.internal.HotSpotDiagnostic (jdk.management@17.0.5)
2416:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl (jdk.management@17.0.5)
2417:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl$$Lambda$161/0x0000000800c7e5b8 (jdk.management@17.0.5)
2418:             1             16  com.sun.naming.internal.VersionHelper (java.naming@17.0.5)
2419:             1             16  com.sun.naming.internal.VersionHelper$$Lambda$57/0x0000000800c6bfe0 (java.naming@17.0.5)
2420:             1             16  com.sun.naming.internal.VersionHelper$$Lambda$58/0x0000000800c6c1f8 (java.naming@17.0.5)
2421:             1             16  com.sun.naming.internal.VersionHelper$$Lambda$59/0x0000000800c6c410 (java.naming@17.0.5)
2422:             1             16  io.micrometer.core.instrument.AbstractTimer$$Lambda$827/0x000000080100a250
2423:             1             16  io.micrometer.core.instrument.Clock$1
2424:             1             16  io.micrometer.core.instrument.MeterRegistry$$Lambda$569/0x0000000800f0ddb0
2425:             1             16  io.micrometer.core.instrument.MeterRegistry$$Lambda$573/0x0000000800f0f208
2426:             1             16  io.micrometer.core.instrument.MeterRegistry$$Lambda$826/0x000000080100eb80
2427:             1             16  io.micrometer.core.instrument.MeterRegistry$More$$Lambda$594/0x0000000800f16948
2428:             1             16  io.micrometer.core.instrument.MeterRegistry$More$$Lambda$597/0x0000000800f17790
2429:             1             16  io.micrometer.core.instrument.Metrics$More
2430:             1             16  io.micrometer.core.instrument.TimeGauge$$Lambda$779/0x0000000800fa6350
2431:             1             16  io.micrometer.core.instrument.binder.jvm.ClassLoaderMetrics
2432:             1             16  io.micrometer.core.instrument.binder.jvm.ClassLoaderMetrics$$Lambda$591/0x0000000800f15e00
2433:             1             16  io.micrometer.core.instrument.binder.jvm.ClassLoaderMetrics$$Lambda$592/0x0000000800f16018
2434:             1             16  io.micrometer.core.instrument.binder.jvm.ExecutorServiceMetrics$$Lambda$744/0x0000000800f94c40
2435:             1             16  io.micrometer.core.instrument.binder.jvm.ExecutorServiceMetrics$$Lambda$745/0x0000000800f94e58
2436:             1             16  io.micrometer.core.instrument.binder.jvm.ExecutorServiceMetrics$$Lambda$746/0x0000000800f95070
2437:             1             16  io.micrometer.core.instrument.binder.jvm.ExecutorServiceMetrics$$Lambda$747/0x0000000800f95288
2438:             1             16  io.micrometer.core.instrument.binder.jvm.ExecutorServiceMetrics$$Lambda$748/0x0000000800f954a0
2439:             1             16  io.micrometer.core.instrument.binder.jvm.ExecutorServiceMetrics$$Lambda$749/0x0000000800f956b8
2440:             1             16  io.micrometer.core.instrument.binder.jvm.ExecutorServiceMetrics$$Lambda$750/0x0000000800f958d0
2441:             1             16  io.micrometer.core.instrument.binder.jvm.JvmGcMetrics$$Lambda$551/0x0000000800f05e70
2442:             1             16  io.micrometer.core.instrument.binder.jvm.JvmGcMetrics$$Lambda$552/0x0000000800f060b8
2443:             1             16  io.micrometer.core.instrument.binder.jvm.JvmGcMetrics$$Lambda$553/0x0000000800f062f0
2444:             1             16  io.micrometer.core.instrument.binder.jvm.JvmGcMetrics$$Lambda$561/0x0000000800f0c978
2445:             1             16  io.micrometer.core.instrument.binder.jvm.JvmGcMetrics$$Lambda$566/0x0000000800f0cb90
2446:             1             16  io.micrometer.core.instrument.binder.jvm.JvmGcMetrics$$Lambda$567/0x0000000800f0cda8
2447:             1             16  io.micrometer.core.instrument.binder.jvm.JvmGcMetrics$$Lambda$571/0x0000000800f0e8b8
2448:             1             16  io.micrometer.core.instrument.binder.jvm.JvmGcMetrics$$Lambda$575/0x0000000800f0fb18
2449:             1             16  io.micrometer.core.instrument.binder.jvm.JvmHeapPressureMetrics$$Lambda$556/0x0000000800f07460
2450:             1             16  io.micrometer.core.instrument.binder.jvm.JvmHeapPressureMetrics$$Lambda$558/0x0000000800f078b8
2451:             1             16  io.micrometer.core.instrument.binder.jvm.JvmHeapPressureMetrics$$Lambda$577/0x0000000800f14000
2452:             1             16  io.micrometer.core.instrument.binder.jvm.JvmHeapPressureMetrics$$Lambda$578/0x0000000800f14488
2453:             1             16  io.micrometer.core.instrument.binder.jvm.JvmMemory$$Lambda$554/0x0000000800f06fd0
2454:             1             16  io.micrometer.core.instrument.binder.jvm.JvmMemory$$Lambda$555/0x0000000800f07218
2455:             1             16  io.micrometer.core.instrument.binder.jvm.JvmMemoryMetrics
2456:             1             16  io.micrometer.core.instrument.binder.jvm.JvmMemoryMetrics$$Lambda$581/0x0000000800f14908
2457:             1             16  io.micrometer.core.instrument.binder.jvm.JvmMemoryMetrics$$Lambda$582/0x0000000800f14b20
2458:             1             16  io.micrometer.core.instrument.binder.jvm.JvmMemoryMetrics$$Lambda$583/0x0000000800f14d38
2459:             1             16  io.micrometer.core.instrument.binder.jvm.JvmMemoryMetrics$$Lambda$584/0x0000000800f14f50
2460:             1             16  io.micrometer.core.instrument.binder.jvm.JvmMemoryMetrics$$Lambda$585/0x0000000800f15168
2461:             1             16  io.micrometer.core.instrument.binder.jvm.JvmMemoryMetrics$$Lambda$586/0x0000000800f15380
2462:             1             16  io.micrometer.core.instrument.binder.jvm.JvmThreadMetrics
2463:             1             16  io.micrometer.core.instrument.binder.jvm.JvmThreadMetrics$$Lambda$587/0x0000000800f15598
2464:             1             16  io.micrometer.core.instrument.binder.jvm.JvmThreadMetrics$$Lambda$588/0x0000000800f157b0
2465:             1             16  io.micrometer.core.instrument.binder.jvm.JvmThreadMetrics$$Lambda$589/0x0000000800f159c8
2466:             1             16  io.micrometer.core.instrument.binder.logging.LogbackMetrics$1
2467:             1             16  io.micrometer.core.instrument.binder.system.DiskSpaceMetrics$$Lambda$604/0x0000000800f13cc8
2468:             1             16  io.micrometer.core.instrument.binder.system.DiskSpaceMetrics$$Lambda$605/0x0000000800f12a28
2469:             1             16  io.micrometer.core.instrument.binder.system.ProcessorMetrics$$Lambda$600/0x0000000800f13218
